OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length
6701,S HORTON ST,0.05465298,,,Neighborhood Greenway,0,NA,LOCAL,20416,742,,,"(47.57336966300005, -122.28128313899998)",288.3609763
6702,SW THISTLE ST,0.06211051,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,22904,831,,,"(47.52847544100007, -122.38470020599999)",327.9434782
6703,12TH AVE NE,0.12640285,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,LOCAL,1568,118,,,"(47.661284581000075, -122.31544243699994)",667.2842865
6704,14TH AVE NW,0.05037673,,,"In Street, Major Separation",0,NA,LOCAL,1898,127,,,"(47.67089968200003, -122.37358196599996)",265.9891486
6705,14TH AVE W,0.12622331,,,Neighborhood Greenway,0,NA,CITYWIDE,1982,130,,,"(47.65216922800005, -122.37489985999997)",666.4590708
6706,E ALDER ST,0.06106818,,,Neighborhood Greenway,0,NA,LOCAL,13785,417,,,"(47.60433246900004, -122.30634461299996)",322.4399876
6707,E REPUBLICAN ST,0.05953156,,,Neighborhood Greenway,0,NA,CITYWIDE,14707,444,,,"(47.62325701300006, -122.31134007499998)",314.0587126
6708,N 54TH ST,0.06266062,,,Neighborhood Greenway,0,NA,CITYWIDE,15691,162,,,"(47.66753664600003, -122.33076736699996)",330.8480813
6709,N 60TH ST,0.04827295,,,Neighborhood Greenway,0,NA,CITYWIDE,15731,165,,,"(47.67235069800006, -122.35746540399998)",254.8811509
6710,NE 130TH ST,0.06284945,,,Neighborhood Greenway,0,NA,LOCAL,16544,196,,,"(47.72298316000007, -122.30727427499994)",331.8450764
6711,NE 68TH ST,0.05001057,,,Neighborhood Greenway,0,NA,LOCAL,17333,640,,,"(47.67759020200003, -122.31196686199996)",264.0557845
6712,S DAWSON ST,0.05511895,,,Neighborhood Greenway,0,NA,CITYWIDE,19793,209,,,"(47.55606736000004, -122.29802884599997)",291.0280802
6713,S FERDINAND ST,0.05870913,,,Neighborhood Greenway,0,NA,CITYWIDE,19972,724,,,"(47.558226965000074, -122.27319355699996)",309.9842123
6714,S HOMER ST,0.10135829,,,Neighborhood Greenway,0,NA,LOCAL,20375,412,,,"(47.55114897400006, -122.32232927599995)",535.1716678
6715,SW ANDOVER ST,0.10035148,12/31/1776 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,LOCAL,21754,0,,,"(47.568347464000055, -122.36328260799996)",529.8558129
6716,SW JUNEAU ST,0.0638191,,,Neighborhood Greenway,0,NA,LOCAL,22479,821,,,"(47.55032036000006, -122.39242846999997)",336.9648556
6717,SW MYRTLE ST,0.04198357,,,Neighborhood Greenway,0,NA,LOCAL,22619,258,,,"(47.539657025000054, -122.37835513299996)",221.6731893
6718,SW THISTLE ST,0.0445238,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,22900,831,,,"(47.52832577800007, -122.37837622399996)",235.0856643
6719,STONE AVE N,0.05155681,,,Neighborhood Greenway,0,NA,CITYWIDE,12917,597,,,"(47.66429117900003, -122.34209097699994)",272.2199673
6720,S MASSACHUSETTS ST,0.05282031,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,20776,751,,,"(47.588345496000045, -122.30128775499998)",278.89122
6721,8TH AVE NE,0.05014469,,,Neighborhood Greenway,0,NA,LOCAL,8316,343,,,"(47.67149826900004, -122.32009433199994)",264.7639648
6722,BLAINE ST,0.0567892,,,Neighborhood Greenway,0,NA,CITYWIDE,9282,840,,,"(47.63486055000004, -122.35197692999998)",299.8469917
6723,SW LANDER ST,0.06077809,,,Neighborhood Greenway,0,NA,LOCAL,22532,857,,,"(47.57930036500005, -122.38394663099996)",320.9083294
6724,11TH AVE NW,0.05359944,,,Neighborhood Greenway,0,NA,LOCAL,1437,112,,,"(47.668661918000055, -122.37075960899995)",283.0050686
6725,12TH AVE NE,0.0602416,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,LOCAL,1572,117,,,"(47.668562879000035, -122.31519056999997)",318.0756359
6726,SAND POINT WAY NE,0.20558766,,,"In Street, Minor Separation",0,NA,LOCAL,12709,778,,,"(47.666809887000056, -122.28084572799997)",1085.181972
6727,SAND POINT WAY NE,0.13021173,,,"In Street, Minor Separation",0,NA,LOCAL,12742,774,,,"(47.70890460700008, -122.28017233199995)",687.5179422
6728,STEWART ST,0.06098761,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,12904,785,,,"(47.61428794700004, -122.33615476899996)",322.01456
6729,STONE AVE N,0.05000812,,,Neighborhood Greenway,0,NA,LOCAL,12931,786,,,"(47.69417047500008, -122.34186993299994)",264.0428567
6730,N 87TH ST,0.06203081,,,Neighborhood Greenway,0,NA,LOCAL,15978,609,,,"(47.69241034100003, -122.35262053599996)",327.5226812
6731,NE 65TH ST,0.01722388,,,"In Street, Minor Separation",0,NA,LOCAL,17308,872,,,"(47.67577748900004, -122.27623184999999)",90.94206553
6732,NW 50TH ST,0.12263707,,,Neighborhood Greenway,0,NA,LOCAL,18399,668,,,"(47.66504632300007, -122.37359238199997)",647.5237049
6733,NW 64TH ST,0.12492309,,,Neighborhood Greenway,0,NA,LOCAL,18581,669,,,"(47.675265453000065, -122.36605274199997)",659.5938961
6734,NW 90TH ST,0.06223422,,,Neighborhood Greenway,0,NA,CITYWIDE,19040,561,,,"(47.694249408000076, -122.36334532199999)",328.5966782
6735,S FERDINAND ST,0.05870951,,,Neighborhood Greenway,0,NA,CITYWIDE,19970,724,,,"(47.558213926000064, -122.27570578599995)",309.986188
6736,S HILL ST,0.05975528,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,20259,191,,,"(47.58454186400007, -122.30290950499995)",315.5078818
6737,SW AVALON WAY,0.0109946,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,21815,800,,,"(47.57071187500003, -122.370653775)",57.36185074
6738,SW HOLDEN ST,0.06287558,,,"In Street, Minor Separation",0,NA,LOCAL,22381,818,,,"(47.53372785000005, -122.372564093)",331.9830391
6739,11TH AVE W,0.0466349,,,Neighborhood Greenway,0,NA,CITYWIDE,1497,130,,,"(47.643629571000076, -122.37154029899995)",246.2322492
6740,12TH AVE NW,0.12620326,,,Neighborhood Greenway,0,NA,LOCAL,1630,119,,,"(47.68507899900004, -122.37143796099997)",666.3532324
6741,12TH AVE S,0.05869363,,,"In Street, Major Separation",0,NA,CITYWIDE,1651,121,,,"(47.60169336800004, -122.31678189399997)",309.9023517
6742,2ND AVE,0.05790839,12/31/2014 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,2752,215,,,"(47.60444646500008, -122.33447723499995)",305.7563235
6743,20TH AVE E,0.11669083,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,2952,430,,,"(47.63061044800003, -122.30600192099996)",616.1275999
6744,21ST AVE E,0.04784901,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,3119,176,,,"(47.634999864000065, -122.30427305599994)",252.6367049
6745,34TH AVE NW,0.12498866,,,Neighborhood Greenway,0,NA,LOCAL,5256,238,,,"(47.683123806000026, -122.40041204199997)",659.9401233
6746,4TH AVE N,0.05875766,,,Neighborhood Greenway,0,NA,CITYWIDE,6159,840,,,"(47.63570698400008, -122.34953449499994)",310.2404666
6747,65TH AVE S,0.03102686,,,Neighborhood Greenway,0,NA,LOCAL,8134,859,,,"(47.51209483700006, -122.252337765)",163.8218289
6748,9TH AVE SW,0.12632865,,,"In Street, Minor Separation",0,NA,LOCAL,8620,506,,,"(47.528299236000066, -122.34675501599997)",667.0152891
6749,BROADWAY,0.08011779,12/31/2009 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,9447,0,,,"(47.614075667000066, -122.32078036699994)",423.0219292
6750,CHEASTY BLVD S,0.17475793,,,Neighborhood Greenway,0,NA,CITYWIDE,9650,769,,,"(47.565975027000036, -122.29977980799998)",922.6269431
6751,DEXTER AVE N,0.08074588,12/31/2015 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,10072,413,,,"(47.61971961300003, -122.342391712)",426.3382544
6752,SW GRAHAM ST,0.05255841,,,Neighborhood Greenway,0,NA,LOCAL,22228,811,,,"(47.546583801000054, -122.35599581099996)",277.5084305
6753,1ST AVE NW,0.03409659,,,Neighborhood Greenway,0,NA,LOCAL,1170,166,,,"(47.712353549000056, -122.35818771599997)",180.0299726
6754,21ST AVE S,0.03728554,,,Neighborhood Greenway,0,NA,LOCAL,3184,172,,,"(47.577531599000054, -122.30536915699997)",196.8676448
6755,22ND AVE E,0.03727496,,,Neighborhood Greenway,0,NA,CITYWIDE,3256,465,,,"(47.643160916000056, -122.30377617799996)",196.8117928
6756,24TH AVE NE,0.12358693,,,Neighborhood Greenway,0,NA,LOCAL,3571,188,,,"(47.67762016100005, -122.30170643199995)",652.5317417
6757,25TH AVE NE,0.07487192,,,Neighborhood Greenway,0,NA,LOCAL,3741,197,,,"(47.71100729400007, -122.30187125399999)",395.3237465
6758,25TH AVE NE,0.12520831,,,Neighborhood Greenway,0,NA,LOCAL,3744,196,,,"(47.71569159000006, -122.30180458199999)",661.0998742
6759,31ST AVE NE,0.04924762,,,Neighborhood Greenway,0,NA,LOCAL,4801,224,,,"(47.689515552000046, -122.29501939999994)",260.0274146
6760,39TH AVE E,0.08331367,,,Neighborhood Greenway,0,NA,CITYWIDE,5977,260,,,"(47.63458350600007, -122.28265921099995)",439.8961653
6761,46TH AVE S,0.05272646,,,Neighborhood Greenway,0,NA,CITYWIDE,6933,293,,,"(47.53339162200007, -122.27531947799997)",278.3956892
6762,6TH AVE NW,0.05040203,,,Neighborhood Greenway,0,NA,LOCAL,7937,325,,,"(47.666452684000035, -122.36329040899994)",266.1227436
6763,6TH AVE NW,0.05123154,,,Neighborhood Greenway,0,NA,LOCAL,7949,330,,,"(47.681786001000035, -122.36333371599994)",270.5025519
6764,ASHWORTH AVE N,0.1770625,,,Neighborhood Greenway,0,NA,LOCAL,8892,880,,,"(47.72867245000003, -122.33962909899998)",934.889971
6765,BROADWAY,0.01630482,12/31/2009 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,9432,0,,,"(47.603285422000056, -122.32074144399996)",86.08945546
6766,FRANKLIN AVE E,0.11278192,,,Neighborhood Greenway,0,NA,LOCAL,10379,483,,,"(47.63225641100007, -122.32495605399998)",595.4885334
6767,SW HINDS ST,0.04883113,,,Neighborhood Greenway,0,NA,LOCAL,22345,816,,,"(47.57316722500008, -122.38462550499997)",257.8283434
6768,SW JUNEAU ST,0.0630847,,,Neighborhood Greenway,0,NA,LOCAL,22462,803,,,"(47.55011077800003, -122.37096222699995)",333.0871325
6769,SW MORGAN ST,0.06333794,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,22591,823,,,"(47.544675476000066, -122.37509101799998)",334.4243403
6770,W EMERSON ST,0.04837711,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,23300,846,,,"(47.65409191600003, -122.40998430499997)",255.430826
6771,UNIVERSITY CIR NE,0.01516045,,,Neighborhood Greenway,0,NA,LOCAL,13197,365,,,"(47.671919966000075, -122.27566178699999)",79.79310594
6772,NE 50TH ST,0.04836748,,,Neighborhood Greenway,0,NA,LOCAL,16959,631,,,"(47.66489735700003, -122.27837859799996)",255.3802758
6773,NE 68TH ST,0.06213709,,,Neighborhood Greenway,0,NA,LOCAL,17365,642,,,"(47.677588625000055, -122.27558955199999)",328.0838428
6774,NW 56TH ST,0.08963725,,,Neighborhood Greenway,0,NA,LOCAL,18451,602,,,"(47.66962863500004, -122.35902946299996)",473.0312014
6775,NW 65TH ST,0.02943399,12/31/2012 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,18634,0,,,"(47.67592833200007, -122.39013409399996)",155.4114899
6776,NW 83RD ST,0.12465137,,,Neighborhood Greenway,0,NA,CITYWIDE,18926,608,,,"(47.689111867000065, -122.35797628199998)",658.1592359
6777,39TH AVE E,0.08331525,,,Neighborhood Greenway,0,NA,CITYWIDE,5973,260,,,"(47.630964403000064, -122.28271190899994)",439.904537
6778,BROOKLYN AVE NE,0.12531857,,,"In Street, Minor Separation",0,NA,LOCAL,9487,388,,,"(47.669438359000026, -122.31415958399998)",661.6820001
6779,NE 68TH ST,0.06264416,,,Neighborhood Greenway,0,NA,LOCAL,17357,642,,,"(47.67760055800005, -122.28495680399999)",330.761155
6780,SW JUNEAU ST,0.06288674,,,Neighborhood Greenway,0,NA,LOCAL,22467,821,,,"(47.55016270900006, -122.37768254699995)",332.0420062
6781,S BARTON ST,0.03443843,,,Neighborhood Greenway,0,NA,LOCAL,286944,396,,,"(47.52102075500005, -122.27781771599996)",181.8348906
6782,24TH AVE NW,0.05700863,,,Multi-use Trail,0,NA,CITYWIDE,3587,189,,,"(47.66714292000006, -122.38763104699996)",300.9882372
6783,BROOKLYN AVE NE,0.04998438,,,Neighborhood Greenway,0,NA,LOCAL,9494,387,,,"(47.675803951000034, -122.31434884699996)",263.9175451
6784,N 70TH ST,0.05109466,,,Neighborhood Greenway,0,NA,LOCAL,15818,670,,,"(47.67956391400003, -122.35640936799996)",269.7798004
6785,44TH AVE SW,0.08701786,,,Neighborhood Greenway,0,NA,LOCAL,6768,393,,,"(47.51824791400003, -122.38960382399995)",459.4542897
6786,EAST MARGINAL WAY S,0.22968269,,,"In Street, Major Separation",0,NA,CITYWIDE,14410,462,,,"(47.54372132100008, -122.329332723)",1212.724448
6787,E ROANOKE ST,0.02116381,,,Neighborhood Greenway,0,NA,CITYWIDE,14720,473,,,"(47.64319180700005, -122.32755702399999)",111.7448946
6788,N 87TH ST,0.06202876,,,Neighborhood Greenway,0,NA,LOCAL,15977,609,,,"(47.69241432900003, -122.35395037099994)",327.5118497
6789,NE 89TH ST,0.12661515,,,Neighborhood Greenway,0,NA,LOCAL,17787,652,,,"(47.69308515000006, -122.31488838899998)",668.5279803
6790,S HANFORD ST,0.04829615,,,Neighborhood Greenway,0,NA,LOCAL,20187,730,,,"(47.57508580900003, -122.30537441899997)",255.0036461
6791,S NORMAN ST,0.04917438,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,20951,0,,,"(47.59294174400003, -122.30010946599998)",259.6407334
6792,SW ADMIRAL WAY,0.02919669,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,21701,792,,,"(47.58116993200008, -122.38326418399998)",154.1585379
6793,SW AVALON WAY,0.04752106,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,21816,800,,,"(47.57055480900004, -122.37066522399999)",250.9112032
6794,SW GRAHAM ST,0.05984946,,,Neighborhood Greenway,0,NA,LOCAL,22242,810,,,"(47.54660696900004, -122.38185542199994)",316.0051747
6795,ASHWORTH AVE N,0.03301898,,,Neighborhood Greenway,0,NA,LOCAL,8884,880,,,"(47.71909331900008, -122.33955102899995)",174.3402011
6796,NW 77TH ST,0.05000414,,,Neighborhood Greenway,0,NA,LOCAL,18871,334,,,"(47.68495658100005, -122.38977612399998)",264.0218464
6797,W BERTONA ST,0.12535383,,,"In Street, Minor Separation",0,NA,LOCAL,23085,839,,,"(47.65041733600003, -122.36087974299994)",661.8681033
6798,10TH AVE E,0.08068815,,,Neighborhood Greenway,0,NA,LOCAL,1197,103,,,"(47.61874930300007, -122.31952055299996)",426.0334376
6799,29TH AVE W,0.0492424,,,Neighborhood Greenway,0,NA,LOCAL,4351,214,,,"(47.63669526700005, -122.39424608699994)",259.9998677
6800,51ST AVE S,0.04897288,,,Neighborhood Greenway,0,NA,LOCAL,7517,309,,,"(47.548464108000076, -122.26989813799997)",258.5767935
6801,STONE AVE N,0.04989988,,,Neighborhood Greenway,0,NA,LOCAL,12922,572,,,"(47.686211479000065, -122.34180227799999)",263.4713854
6802,GREENWOOD AVE N,0.04689855,,,Neighborhood Greenway,0,NA,LOCAL,10725,390,,,"(47.67047354400006, -122.35536888799999)",247.6243523
6803,THORNDYKE AVE W,0.079726,12/31/2000 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,13150,838,,,"(47.63510146400006, -122.39060055899995)",420.9532881
6804,NE 80TH ST,0.0574284,,,Neighborhood Greenway,0,NA,LOCAL,17646,649,,,"(47.68664990800005, -122.28108855999994)",303.2219396
6805,SW WEBSTER ST,0.05909608,,,Neighborhood Greenway,0,NA,LOCAL,22963,123,,,"(47.53549785800004, -122.34923814899997)",312.0272872
6806,MAYNARD AVE S,0.05107522,,,Neighborhood Greenway,0,NA,LOCAL,11709,412,,,"(47.55337626800008, -122.32539190199998)",269.6771838
6807,S WALKER ST,0.04782553,,,Neighborhood Greenway,0,NA,LOCAL,21463,191,,,"(47.58363022700007, -122.29511503199996)",252.518801
6808,25TH AVE S,0.09188988,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,3775,0,,,"(47.59809689100007, -122.29991814399995)",485.1785596
6809,N 127TH ST,0.06250292,,,Neighborhood Greenway,0,NA,LOCAL,15137,581,,,"(47.72142533300007, -122.35688334399998)",330.0154004
6810,NW 62ND ST,0.06172309,,,Neighborhood Greenway,0,NA,LOCAL,18547,390,,,"(47.67434716900004, -122.35947805399996)",325.8979369
6811,NW 90TH ST,0.0625061,,,Neighborhood Greenway,0,NA,CITYWIDE,19036,561,,,"(47.69422782200007, -122.35801968299995)",330.0321935
6812,48TH AVE SW,0.12496803,,,Neighborhood Greenway,0,NA,LOCAL,7146,296,,,"(47.56477955500003, -122.39346250399996)",659.8311737
6813,N 36TH ST,0.03596533,,,Neighborhood Greenway,0,NA,LOCAL,15325,588,,,"(47.65096640400003, -122.34739683199996)",189.8967056
6814,SW TRENTON ST,0.06476117,,,Neighborhood Greenway,0,NA,LOCAL,22934,258,,,"(47.524669825000046, -122.37795519299999)",341.9389848
6815,NE 65TH ST,0.19391986,,,Neighborhood Greenway,0,NA,LOCAL,526094,530,,,"(47.67579170600004, -122.26142957099995)",1023.89687
6816,M L KING JR WR WAY S,0.12798953,,,"In Street, Major Separation",0,NA,CITYWIDE,11568,546,,,"(47.527862965000054, -122.280167759)",675.7815503
6817,S HANFORD ST,0.05022079,,,Neighborhood Greenway,0,NA,LOCAL,20184,730,,,"(47.57508648800007, -122.30850553699997)",265.1657952
6818,SW HINDS ST,0.05041142,,,Neighborhood Greenway,0,NA,LOCAL,22341,816,,,"(47.57314492300003, -122.38031494699999)",266.172284
6819,12TH AVE NW,0.09456279,,,Neighborhood Greenway,0,NA,LOCAL,1640,119,,,"(47.70015969900004, -122.37141134699999)",499.2915173
6820,NE 135TH ST,0.08386237,,,Neighborhood Greenway,0,NA,LOCAL,16583,623,,,"(47.726618452000025, -122.30907650099999)",442.7933092
6821,S GRAND ST,0.0416482,,,Neighborhood Greenway,0,NA,LOCAL,20148,729,,,"(47.58692396600003, -122.30385758799997)",219.9024476
6822,S SNOQUALMIE ST,0.17707855,,,Neighborhood Greenway,0,NA,CITYWIDE,21258,769,,,"(47.56165254100006, -122.31049894799997)",934.7807735
6823,18TH AVE E,0.11177219,,,Neighborhood Greenway,0,NA,LOCAL,2553,151,,,"(47.625240776000055, -122.30866333899996)",590.1571527
6824,28TH AVE W,0.05599109,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4229,,,,"(47.63512444600008, -122.39305412399995)",295.6329748
6825,28TH AVE W,0.03030497,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4233,,,,"(47.63697744800004, -122.39303613399994)",160.010231
6826,28TH AVE W,0.05117042,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4224,,,,"(47.632304341000065, -122.39300801799999)",270.179829
6827,23RD AVE W,0.013212,12/31/1970 12:00:00 AM +0000,Multi-use Trail,,,,,3489,,,,"(47.63337755400005, -122.38700004999998)",69.74921883
6828,28TH AVE W,0.01892794,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4238,,,,"(47.63884159600008, -122.39300922999996)",99.93951589
6829,28TH AVE W,0.03030491,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4235,,,,"(47.63769020700005, -122.39302694399998)",160.0099324
6830,28TH AVE W,0.03032275,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4231,,,,"(47.63626439800004, -122.39304421399999)",160.1041087
6831,16TH AVE W,0.07196955,,,Multi-use Trail,12,NA,LOCAL,2353,,,,"(47.647425275000046, -122.37749379799999)",379.9992308
6832,28TH AVE W,0.05113625,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4225,,,,"(47.63304385100008, -122.39306998099994)",269.9993905
6833,28TH AVE W,0.01893366,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4236,,,,"(47.638128849000054, -122.39302019799999)",99.96970548
6834,16TH AVE W,0.0574069,,,Multi-use Trail,12,NA,LOCAL,2352,,,,"(47.64659431200005, -122.37749142999996)",303.1073328
6835,28TH AVE W,0.02276319,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4230,,,,"(47.63593490900007, -122.39304794599997)",120.1896573
6836,28TH AVE W,0.03104922,12/31/2007 12:00:00 AM +0000,Sharrow,,,,,4239,,,,"(47.639115564000065, -122.39300501299999)",163.9398989
6837,3RD AVE W,0.02292294,12/31/1776 12:00:00 AM +0000,"In Street, Minor Separation",,0,NA,LOCAL,596318,268,,,"(47.621790789000045, -122.36064899299998)",121.0331196
6838,W GALER ST,0.04589827,,,"In Street, Major Separation",0,NA,CITYWIDE,23356,,,,"(47.63232560900008, -122.39089609299998)",242.3428859
6839,48TH AVE SW,0.12389399,,,Neighborhood Greenway,0,NA,LOCAL,7149,296,,,"(47.559353130000034, -122.39356587499998)",654.1602591
6840,6TH AVE NW,0.12312692,,,Neighborhood Greenway,0,NA,LOCAL,7945,330,,,"(47.67599158400003, -122.36352752699997)",650.1101321
6841,LINDEN AVE N,0.04924107,,,Neighborhood Greenway,0,NA,LOCAL,11401,538,,,"(47.66287306800007, -122.34857768199998)",259.9928684
6842,PALATINE AVE N,0.1357489,,,Neighborhood Greenway,0,NA,LOCAL,12082,678,,,"(47.674035537000066, -122.35641799899997)",716.7541949
6843,PRINCETON AVE NE,0.05485195,,,Neighborhood Greenway,0,NA,LOCAL,12263,365,,,"(47.66923543200005, -122.27576319899998)",289.5143765
6844,28TH AVE SW,0.12597273,,,Neighborhood Greenway,0,NA,LOCAL,4219,211,,,"(47.53371298700006, -122.368487846)",665.1359931
6845,46TH AVE S,0.04752371,,,Neighborhood Greenway,0,NA,CITYWIDE,6929,293,,,"(47.53591501500006, -122.27533317999996)",250.9252029
6846,6TH AVE NW,0.04873481,,,Neighborhood Greenway,0,NA,LOCAL,7935,325,,,"(47.66501788800008, -122.36329474499996)",257.3197757
6847,DENSMORE AVE N,0.08068831,,,Neighborhood Greenway,0,NA,LOCAL,10032,410,,,"(47.65565486700007, -122.33745050699997)",426.0342626
